,ds,merged,forecast,Quarter,Year,capital,EPS_ratio,EPS_forecast
0,1997-06-01,2.45,actual,2.0,1997,51.64,0.0,0.0
1,1997-07-01,2.11,actual,3.0,1997,51.64,0.0,0.0
2,1997-08-01,2.21,actual,3.0,1997,51.64,0.0,0.0
3,1997-09-01,2.03,actual,3.0,1997,51.64,0.0,0.0
4,1997-10-01,2.14,actual,4.0,1997,51.64,0.0,0.0
5,1997-11-01,2.45,actual,4.0,1997,51.64,0.0,0.0
6,1997-12-01,3.0,actual,4.0,1997,51.64,0.0,0.0
7,1998-01-01,2.75,actual,1.0,1998,51.64,0.0,0.0
8,1998-02-01,2.64,actual,1.0,1998,51.64,0.0,0.0
9,1998-03-01,2.81,actual,1.0,1998,51.64,0.0,0.0
10,1998-04-01,2.32,actual,2.0,1998,51.64,0.0,0.0
11,1998-05-01,2.21,actual,2.0,1998,51.64,0.0,0.0
12,1998-06-01,2.21,actual,2.0,1998,51.64,0.0,0.0
13,1998-07-01,1.93,actual,3.0,1998,51.64,0.0,0.0
14,1998-08-01,2.08,actual,3.0,1998,51.64,0.0,0.0
15,1998-09-01,2.38,actual,3.0,1998,51.64,0.0,0.0
16,1998-10-01,2.13,actual,4.0,1998,51.64,0.0,0.0
17,1998-11-01,2.46,actual,4.0,1998,51.64,0.0,0.0
18,1998-12-01,2.78,actual,4.0,1998,51.64,0.0,0.0
19,1999-01-01,2.87,actual,1.0,1999,51.64,0.0,0.0
20,1999-02-01,2.21,actual,1.0,1999,51.64,0.0,0.0
21,1999-03-01,2.66,actual,1.0,1999,51.64,0.0,0.0
22,1999-04-01,2.24,actual,2.0,1999,51.64,0.0,0.0
23,1999-05-01,2.2,actual,2.0,1999,51.64,0.0,0.0
24,1999-06-01,1.98,actual,2.0,1999,51.64,0.0,0.0
25,1999-07-01,1.99,actual,3.0,1999,51.64,0.0,0.0
26,1999-08-01,1.91,actual,3.0,1999,51.64,0.0,0.0
27,1999-09-01,1.98,actual,3.0,1999,51.64,0.0,0.0
28,1999-10-01,2.2,actual,4.0,1999,51.64,0.0,0.0
29,1999-11-01,2.38,actual,4.0,1999,51.64,0.0,0.0
30,1999-12-01,2.81,actual,4.0,1999,51.64,0.0,0.0
31,2000-01-01,3.07,actual,1.0,2000,51.64,0.0,0.0
32,2000-02-01,2.64,actual,1.0,2000,51.64,0.0,0.0
33,2000-03-01,2.81,actual,1.0,2000,51.64,0.0,0.0
34,2000-04-01,2.56,actual,2.0,2000,51.64,0.0,0.0
35,2000-05-01,2.45,actual,2.0,2000,51.64,0.0,0.0
36,2000-06-01,2.29,actual,2.0,2000,51.64,0.0,0.0
37,2000-07-01,2.08,actual,3.0,2000,51.64,0.0,0.0
38,2000-08-01,2.02,actual,3.0,2000,51.64,0.0,0.0
39,2000-09-01,2.16,actual,3.0,2000,51.64,0.0,0.0
40,2000-10-01,2.17,actual,4.0,2000,51.64,0.0,0.0
41,2000-11-01,2.55,actual,4.0,2000,51.64,0.0,0.0
42,2000-12-01,2.75,actual,4.0,2000,51.64,0.0,0.0
43,2001-01-01,2.69,actual,1.0,2001,51.64,0.0,0.0
44,2001-02-01,2.75,actual,1.0,2001,51.64,0.0,0.0
45,2001-03-01,2.72,actual,1.0,2001,51.64,0.0,0.0
46,2001-04-01,2.42,actual,2.0,2001,51.64,0.0,0.0
47,2001-05-01,2.4,actual,2.0,2001,51.64,0.0,0.0
48,2001-06-01,2.13,actual,2.0,2001,51.64,0.0,0.0
49,2001-07-01,2.24,actual,3.0,2001,51.64,0.0,0.0
50,2001-08-01,2.0,actual,3.0,2001,51.64,0.0,0.0
51,2001-09-01,1.97,actual,3.0,2001,51.64,0.0,0.0
52,2001-10-01,2.19,actual,4.0,2001,51.64,0.0,0.0
53,2001-11-01,2.41,actual,4.0,2001,51.64,0.0,0.0
54,2001-12-01,3.2,actual,4.0,2001,51.64,0.0,0.0
55,2002-01-01,3.06,actual,1.0,2002,51.64,0.0,0.0
56,2002-02-01,2.53,actual,1.0,2002,51.64,0.0,0.0
57,2002-03-01,2.55,actual,1.0,2002,51.64,0.0,0.0
58,2002-04-01,2.39,actual,2.0,2002,51.64,0.0,0.0
59,2002-05-01,2.12,actual,2.0,2002,51.64,0.0,0.0
60,2002-06-01,1.91,actual,2.0,2002,51.64,0.0,0.0
61,2002-07-01,1.94,actual,3.0,2002,51.64,0.0,0.0
62,2002-08-01,1.81,actual,3.0,2002,51.64,0.0,0.0
63,2002-09-01,2.08,actual,3.0,2002,51.64,0.0,0.0
64,2002-10-01,2.29,actual,4.0,2002,51.64,0.0,0.0
65,2002-11-01,2.37,actual,4.0,2002,51.64,0.0,0.0
66,2002-12-01,2.71,actual,4.0,2002,51.64,0.0,0.0
67,2003-01-01,2.95,actual,1.0,2003,51.64,0.18,0.1028272656855151
68,2003-02-01,2.3,actual,1.0,2003,51.64,0.18,0.08017041053446941
69,2003-03-01,2.61,actual,1.0,2003,51.64,0.18,0.09097598760650658
70,2003-04-01,2.33,actual,2.0,2003,51.64,0.18,0.08121611154144073
71,2003-05-01,2.18,actual,2.0,2003,51.64,0.18,0.07598760650658405
72,2003-06-01,2.04,actual,2.0,2003,51.64,0.18,0.07110766847405112
73,2003-07-01,1.86,actual,3.0,2003,51.64,0.18,0.06483346243222307
74,2003-08-01,2.12,actual,3.0,2003,51.64,0.18,0.07389620449264137
75,2003-09-01,2.18,actual,3.0,2003,51.64,0.18,0.07598760650658405
76,2003-10-01,2.19,actual,4.0,2003,51.64,0.18,0.07633617350890783
77,2003-11-01,2.3,actual,4.0,2003,51.64,0.18,0.08017041053446941
78,2003-12-01,3.26,actual,4.0,2003,51.64,0.18,0.11363284275755228
79,2004-01-01,2.65,actual,1.0,2004,51.64,0.132,0.06773818745158791
80,2004-02-01,2.8,actual,1.0,2004,51.64,0.132,0.0715724244771495
