,Year,EPS,max_stock_price,avg_stock_price,min_stock_price
0,1997,0.0,0.0,0.0,0.0
1,1998,0.0,0.0,0.0,0.0
2,1999,0.0,0.0,0.0,0.0
3,2000,0.0,0.0,0.0,0.0
4,2001,0.0,0.0,0.0,0.0
5,2002,0.0,0.0,0.0,0.0
6,2003,0.9871417505809446,21.22354763749031,18.755693261037948,15.69555383423702
7,2004,0.7959876065065835,17.113733539891545,15.123764523625086,12.656202943454678
8,2005,0.28477052672346964,6.122566324554597,5.410640007745923,4.527851374903167
9,2006,1.4806196746707974,31.833323005422145,28.13177381874515,23.54185282726568
10,2007,0.7991324554608826,17.181347792408978,15.18351665375677,12.706206041828034
11,2008,0.7854961270333072,16.888166731216103,14.924426413632837,12.489388419829584
12,2009,0.9393532145623541,20.196094113090613,17.84771107668473,14.93571611154143
13,2010,1.4027846630518972,30.15987025561579,26.65290859798605,22.304276142525165
14,2011,1.14996901626646,24.72433384972889,21.849411309062738,18.284507358636713
15,2012,1.1254221533694806,24.196576297443833,21.383020914020133,17.89421223857474
16,2013,1.2257010069713399,26.352571649883807,23.288319132455456,19.488646010844306
17,2014,1.335447327652982,28.71211754453911,25.373499225406658,21.233612509682413
18,2015,1.2562432223082876,27.009229279628183,23.868621223857463,19.974267234701774
19,2016,1.4073915569326096,30.258918474051107,26.740439581719585,22.377525755228493
20,2017,1.556063129357087,33.45535728117737,29.565199457784654,24.741403756777682
21,2018,1.368009295120061,29.412199845081314,25.99217660728116,21.75134779240897
22,2019,1.7103679318357856,36.77291053446939,32.49699070487993,27.19485011618899
23,2020,1.5948508907823389,34.289294151820286,30.302166924864437,25.358129163439187
24,2021,1.8081420995194541,38.87505513966826,34.354699890869625,28.749459382359323
25,2022,1.8200212309268038,39.13045646492628,34.58040338760927,28.93833757173618
26,2023,1.7395570440741503,37.40047644759423,33.051583837408856,27.65895700077899
27,2024,1.6575090494367495,35.63644456289011,31.49267193929824,26.354393886044317
28,2025,1.5804026484021474,33.97865694064617,30.0276503196408,25.128402109594145
29,2026,1.499937523035978,32.24865674527353,28.49881293768358,23.84900661627205
30,2027,1.4194733361833127,30.518676727941223,26.96999338748294,22.569626045314674
31,2028,1.3374253415459325,28.75464484323755,25.41108148937272,21.265062930580328
32,2029,1.2603189405113042,27.09685722099304,23.94605986971478,20.039071154129736
33,2030,1.1798538151451445,25.366857025620607,22.417222487757748,18.759675660807797
34,2031,1.0993896282924944,23.63687700828863,20.888402937557395,17.48029508985066
35,2032,1.0173416336550969,21.872845123584582,19.32949103944684,16.17573197511604
36,2033,0.9402352326204767,20.215057501340247,17.864469419789057,14.94974019866558
37,2034,0.859770107254317,18.485057305967818,16.335632037832024,13.670344705343641
38,2035,0.7793059204016687,16.755077288635878,14.806812487631705,12.390964134386532
39,2036,0.6972579257642596,14.991045403931581,13.247900589520933,11.086401019651728
40,2037,0.6201515247296511,13.333257781687498,11.78287896986337,9.860409243201453
41,2038,0.5396863993634955,11.603257586315154,10.254041587906414,8.58101374987958
42,2039,0.459222212510824,9.873277568982717,8.725222037705656,7.301633178922102
43,2040,0.3771742178734237,8.10924568427861,7.16631013959505,5.997070064187437
44,2041,0.2212308572880912,4.756463431693961,4.203386288473733,3.51757063088065
