,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,1997-06-01,2.787775798811732,1.9728060445677613,3.752956586085787,2.787775798811732,2.787775798811732,0.08941143504272413,0.08941143504272413,0.08941143504272413,0.08941143504272413,0.08941143504272413,0.08941143504272413,0.0,0.0,0.0,2.8771872338544564
1,1997-07-01,2.801576014320096,1.9673292472007429,3.80928479020812,2.801576014320096,2.801576014320096,0.07069623766702955,0.07069623766702955,0.07069623766702955,0.07069623766702955,0.07069623766702955,0.07069623766702955,0.0,0.0,0.0,2.8722722519871255
2,1997-08-01,2.8158362370120718,2.0708652710346533,3.930855622687263,2.8158362370120718,2.8158362370120718,0.11929518956986777,0.11929518956986777,0.11929518956986777,0.11929518956986777,0.11929518956986777,0.11929518956986777,0.0,0.0,0.0,2.9351314265819397
3,1997-09-01,2.830096459704048,1.9069243653820862,3.718901149705891,2.830096459704048,2.830096459704048,0.010790755846486783,0.010790755846486783,0.010790755846486783,0.010790755846486783,0.010790755846486783,0.010790755846486783,0.0,0.0,0.0,2.8408872155505347
4,1997-10-01,2.8438966752124117,1.8219782542250296,3.725488427152467,2.8438966752124117,2.8438966752124117,-0.028368832717815946,-0.028368832717815946,-0.028368832717815946,-0.028368832717815946,-0.028368832717815946,-0.028368832717815946,0.0,0.0,0.0,2.8155278424945958
5,1997-11-01,2.8581568979043874,2.023136587790389,3.8315178504255836,2.8581568979043874,2.8581568979043874,0.060738082355812344,0.060738082355812344,0.060738082355812344,0.060738082355812344,0.060738082355812344,0.060738082355812344,0.0,0.0,0.0,2.9188949802601996
6,1997-12-01,2.871957113412751,2.3573651643188893,4.118632392402943,2.871957113412751,2.871957113412751,0.39019948139102656,0.39019948139102656,0.39019948139102656,0.39019948139102656,0.39019948139102656,0.39019948139102656,0.0,0.0,0.0,3.2621565948037774
7,1998-01-01,2.886217336104727,2.2415845560572163,4.086264618000871,2.886217336104727,2.886217336104727,0.2891210886460809,0.2891210886460809,0.2891210886460809,0.2891210886460809,0.2891210886460809,0.2891210886460809,0.0,0.0,0.0,3.175338424750808
8,1998-02-01,2.900477558796703,1.9063339473288463,3.737925910868797,2.900477558796703,2.900477558796703,-0.07476938536324339,-0.07476938536324339,-0.07476938536324339,-0.07476938536324339,-0.07476938536324339,-0.07476938536324339,0.0,0.0,0.0,2.8257081734334597
9,1998-03-01,2.9133577599378424,2.153673491888292,3.9460222444885478,2.9133577599378424,2.9133577599378424,0.14815913190976263,0.14815913190976263,0.14815913190976263,0.14815913190976263,0.14815913190976263,0.14815913190976263,0.0,0.0,0.0,3.0615168918476052
10,1998-04-01,2.9276179825724915,2.079167095098822,3.9559192000407255,2.9276179825724915,2.9276179825724915,0.06087764690853194,0.06087764690853194,0.06087764690853194,0.06087764690853194,0.06087764690853194,0.06087764690853194,0.0,0.0,0.0,2.9884956294810237
