,Year,EPS,max_stock_price,avg_stock_price,min_stock_price
0,1999,0.0,0.0,0.0,0.0
1,2000,0.0,0.0,0.0,0.0
2,2001,0.0,0.0,0.0,0.0
3,2002,0.3231031645569616,5.751236329113916,4.168030822784805,2.8045354683544264
4,2003,0.3869544303797463,6.887788860759485,4.991712151898727,3.358764455696198
5,2004,0.5210876582278474,9.275360316455684,6.722030791139232,4.523040873417715
6,2005,0.7289042721518981,12.974496044303788,9.402865110759485,6.326889082278475
7,2006,0.8738007911392401,15.553654082278475,11.272030205696199,7.584590867088604
8,2007,0.5780629746835438,10.28952094936708,7.457012373417716,5.0175866202531605
9,2008,0.5129829113924045,9.1310958227848,6.617479556962018,4.452691670886071
10,2009,1.0285941455696195,18.30897579113923,13.268864477848092,8.928197183544297
11,2010,1.259263924050632,22.41489784810125,16.244504620253153,10.930410860759485
12,2011,1.3156860759493665,23.419212151898723,16.97235037974683,11.420155139240501
13,2012,1.2088582278481006,21.51767645569619,15.594271139240497,10.492889417721512
14,2013,3.1539493670886074,56.140298734177215,40.68594683544303,27.37628050632911
15,2014,1.8788852848101258,33.444158069620244,24.237620174050623,16.308724272151892
16,2015,2.5529177215189867,45.44193544303796,32.93263860759493,22.159325822784805
17,2016,3.1805316455696206,56.61346329113925,41.028858227848104,27.607014683544307
18,2017,3.1849446202531637,56.69201424050632,41.08578560126581,27.64531930379746
19,2018,5.053718354430379,89.95618670886076,65.19296677215189,43.86627531645569
20,2019,5.796455696202532,103.17691139240507,74.77427848101266,50.313235443037975
21,2020,5.508045886075948,98.04321677215188,71.05379193037973,47.80983829113922
22,2021,5.5796317206621335,99.31744462778597,71.97724919654152,48.43120333534732
23,2022,6.2346229041315695,110.97628769354195,80.42663546329725,54.11652680786202
24,2023,6.642621182563375,118.23865704962809,85.68981325506755,57.657951864650094
25,2024,7.059767083709927,125.66385409003671,91.07099537985806,61.27877828660216
26,2025,7.478860341573862,133.12371408001474,96.47729840630282,64.91650776486112
27,2026,7.88684773769925,140.38588973104666,101.74033581632033,68.45783836322948
28,2027,8.294846016131006,147.64825908713192,107.00351360808997,71.99926342001713
29,2028,8.711991917277622,155.07345612754168,112.38469573288133,75.62008984196976
30,2029,9.131085175141502,162.53331611751875,117.79099875932538,79.25781932022824
31,2030,9.539072571266871,169.7954917685503,123.05403616934264,82.79914991859644
32,2031,9.947070849698761,177.05786112463795,128.31721396111402,86.34057497538524
33,2032,10.364216750845388,184.4830581650479,133.6983960859055,89.96140139733797
34,2033,10.783310008709213,191.942918155024,139.10469911234884,93.59913087559596
35,2034,11.191297404834593,199.20509380605577,144.36773652236624,97.14046147396427
36,2035,11.59929568326648,206.46746316214333,149.63091431413758,100.68188653075303
37,2036,12.01644158441299,213.8926602025512,155.01209643892756,104.30271295270475
38,2037,12.435534842276846,221.35252019252786,160.41839946537132,107.94044243096302
39,2038,12.84352223840227,228.6146958435604,165.6814368753893,111.4817730293317
40,2039,13.251520516834033,235.87706519964578,170.94461466715902,115.0231980861194
41,2040,13.66866641798058,243.30226224005432,176.32579679194947,118.64402450807142
42,2041,6.169726699148972,109.82113524485172,79.58947441902174,53.553227748613075
