,ds,merged,forecast,Quarter,Year,capital,EPS_ratio,EPS_forecast
0,2002-01-01,9.96,actual,1.0,2002,37.85,0.005,0.013157199471598416
1,2002-02-01,8.27,actual,1.0,2002,37.85,0.005,0.01092470277410832
2,2002-03-01,9.33,actual,1.0,2002,37.85,0.005,0.012324966974900927
3,2002-04-01,9.07,actual,2.0,2002,37.85,0.005,0.011981505944517834
4,2002-05-01,7.76,actual,2.0,2002,37.85,0.005,0.010250990752972259
5,2002-06-01,8.01,actual,2.0,2002,37.85,0.005,0.01058124174372523
6,2002-07-01,9.91,actual,3.0,2002,37.85,0.005,0.01309114927344782
7,2002-08-01,8.13,actual,3.0,2002,37.85,0.005,0.010739762219286658
8,2002-09-01,8.53,actual,3.0,2002,37.85,0.005,0.011268163804491412
9,2002-10-01,10.26,actual,4.0,2002,37.85,0.005,0.01355350066050198
10,2002-11-01,8.58,actual,4.0,2002,37.85,0.005,0.011334214002642009
11,2002-12-01,8.87,actual,4.0,2002,37.85,0.005,0.011717305151915453
12,2003-01-01,9.97,actual,1.0,2003,37.85,0.010900000000000002,0.028711492734478206
13,2003-02-01,6.92,actual,1.0,2003,37.85,0.010900000000000002,0.019928137384412157
14,2003-03-01,10.41,actual,1.0,2003,37.85,0.010900000000000002,0.029978599735799208
15,2003-04-01,10.41,actual,2.0,2003,37.85,0.010900000000000002,0.029978599735799208
16,2003-05-01,8.68,actual,2.0,2003,37.85,0.010900000000000002,0.02499656538969617
17,2003-06-01,9.3,actual,2.0,2003,37.85,0.010900000000000002,0.026782034346103045
18,2003-07-01,14.66,actual,3.0,2003,37.85,0.010900000000000002,0.04221770145310436
19,2003-08-01,13.78,actual,3.0,2003,37.85,0.010900000000000002,0.03968348745046236
20,2003-09-01,13.02,actual,3.0,2003,37.85,0.010900000000000002,0.03749484808454426
21,2003-10-01,14.4,actual,4.0,2003,37.85,0.010900000000000002,0.04146895640686922
22,2003-11-01,12.65,actual,4.0,2003,37.85,0.010900000000000002,0.036429326287978875
23,2003-12-01,14.13,actual,4.0,2003,37.85,0.010900000000000002,0.040691413474240434
24,2004-01-01,13.99,actual,1.0,2004,37.85,0.0083,0.0306782034346103
25,2004-02-01,12.98,actual,1.0,2004,37.85,0.0083,0.02846340819022457
26,2004-03-01,15.02,actual,1.0,2004,37.85,0.0083,0.03293685601056803
27,2004-04-01,16.87,actual,2.0,2004,37.85,0.0083,0.036993659180977544
28,2004-05-01,11.69,actual,2.0,2004,37.85,0.0083,0.02563461030383091
29,2004-06-01,12.58,actual,2.0,2004,37.85,0.0083,0.02758626155878468
30,2004-07-01,16.26,actual,3.0,2004,37.85,0.0083,0.03565601056803171
31,2004-08-01,14.93,actual,3.0,2004,37.85,0.0083,0.03273949801849405
