,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2017-10-01,10.869288550063736,8.25702597796775,14.201354564981914,10.869288550063736,10.869288550063736,0.3178999302046762,0.3178999302046762,0.3178999302046762,0.3178999302046762,0.3178999302046762,0.3178999302046762,0.0,0.0,0.0,11.187188480268413
1,2017-11-01,10.968868328254786,11.26619083144705,17.71800961975961,10.968868328254786,10.968868328254786,3.6306809390620987,3.6306809390620987,3.6306809390620987,3.6306809390620987,3.6306809390620987,3.6306809390620987,0.0,0.0,0.0,14.599549267316885
2,2017-12-01,11.065235856084382,12.793021928044581,19.273864866309438,11.065235856084382,11.065235856084382,4.88342795430747,4.88342795430747,4.88342795430747,4.88342795430747,4.88342795430747,4.88342795430747,0.0,0.0,0.0,15.948663810391851
3,2018-01-01,11.164815634841629,14.056908915027783,20.438212767281673,11.164815634841629,11.164815634841629,6.195046383896883,6.195046383896883,6.195046383896883,6.195046383896883,6.195046383896883,6.195046383896883,0.0,0.0,0.0,17.35986201873851
4,2018-02-01,11.264395414095656,6.293392865741702,12.256501419070299,11.264395414095656,11.264395414095656,-1.7983321284355243,-1.7983321284355243,-1.7983321284355243,-1.7983321284355243,-1.7983321284355243,-1.7983321284355243,0.0,0.0,0.0,9.466063285660132
5,2018-03-01,11.354338440015916,10.964423859680066,17.35848111958111,11.354338440015916,11.354338440015916,2.748639653129783,2.748639653129783,2.748639653129783,2.748639653129783,2.748639653129783,2.748639653129783,0.0,0.0,0.0,14.102978093145698
6,2018-04-01,11.453918218713348,8.265889900327444,14.719827313932692,11.453918218713348,11.453918218713348,-0.03344768828910497,-0.03344768828910497,-0.03344768828910497,-0.03344768828910497,-0.03344768828910497,-0.03344768828910497,0.0,0.0,0.0,11.420470530424243
7,2018-05-01,11.550285746197256,8.326620356263652,14.49566777021783,11.550285746197256,11.550285746197256,-0.21132694033771096,-0.21132694033771096,-0.21132694033771096,-0.21132694033771096,-0.21132694033771096,-0.21132694033771096,0.0,0.0,0.0,11.338958805859544
8,2018-06-01,11.64986552429531,8.358209607071347,14.72596232472121,11.64986552429531,11.64986552429531,-0.21805355997474105,-0.21805355997474105,-0.21805355997474105,-0.21805355997474105,-0.21805355997474105,-0.21805355997474105,0.0,0.0,0.0,11.431811964320568
9,2018-07-01,11.746233051875866,6.421441343228288,12.785880829576005,11.746233051875866,11.746233051875866,-2.1202411309692515,-2.1202411309692515,-2.1202411309692515,-2.1202411309692515,-2.1202411309692515,-2.1202411309692515,0.0,0.0,0.0,9.625991920906614
10,2018-08-01,11.845812830375774,8.255609101158552,14.697112598604013,11.845812830375774,11.845812830375774,-0.43385314079130516,-0.43385314079130516,-0.43385314079130516,-0.43385314079130516,-0.43385314079130516,-0.43385314079130516,0.0,0.0,0.0,11.411959689584469
11,2018-09-01,11.945392609813672,8.700751712062528,14.761039545429366,11.945392609813672,11.945392609813672,-0.2902425698500621,-0.2902425698500621,-0.2902425698500621,-0.2902425698500621,-0.2902425698500621,-0.2902425698500621,0.0,0.0,0.0,11.65515003996361
12,2018-10-01,12.041760138837697,9.173272793000184,15.51819345935099,12.041760138837697,12.041760138837697,0.21442566716814712,0.21442566716814712,0.21442566716814712,0.21442566716814712,0.21442566716814712,0.21442566716814712,0.0,0.0,0.0,12.256185806005844
13,2018-11-01,12.14133991882919,13.128804444616586,19.37481173343176,12.14133991882919,12.14133991882919,4.170850581943532,4.170850581943532,4.170850581943532,4.170850581943532,4.170850581943532,4.170850581943532,0.0,0.0,0.0,16.312190500772722
14,2018-12-01,12.237707448887134,14.61707575692943,20.987951421060835,12.237707448887134,12.237707448887134,5.421455476384654,5.421455476384654,5.421455476384654,5.421455476384654,5.421455476384654,5.421455476384654,0.0,0.0,0.0,17.659162925271787
15,2019-01-01,12.33728723023222,15.127972394994545,21.484173689023173,12.33728723023222,12.33728723023222,5.891630048110727,5.891630048110727,5.891630048110727,5.891630048110727,5.891630048110727,5.891630048110727,0.0,0.0,0.0,18.228917278342948
16,2019-02-01,12.436867024929171,5.773618311135262,12.410177339001706,12.436867024929171,12.436867024929171,-3.3630869200607307,-3.3630869200607307,-3.3630869200607307,-3.3630869200607307,-3.3630869200607307,-3.3630869200607307,0.0,0.0,0.0,9.07378010486844
17,2019-03-01,12.52681006530061,13.331839674292333,19.422402100929354,12.52681006530061,12.52681006530061,3.97749825623478,3.97749825623478,3.97749825623478,3.97749825623478,3.97749825623478,3.97749825623478,0.0,0.0,0.0,16.50430832153539
18,2019-04-01,12.626389860410375,9.50670373079091,16.104969007258518,12.626389860410375,12.626389860410375,0.2654440702664974,0.2654440702664974,0.2654440702664974,0.2654440702664974,0.2654440702664974,0.2654440702664974,0.0,0.0,0.0,12.891833930676873
19,2019-05-01,12.722757404198465,9.153356479553215,15.537098419916738,12.722757404198465,12.722757404198465,-0.23392234016389926,-0.23392234016389926,-0.23392234016389926,-0.23392234016389926,-0.23392234016389926,-0.23392234016389926,0.0,0.0,0.0,12.488835064034566
20,2019-06-01,12.822337199446157,9.131232903918404,15.587317386364862,12.822337199446157,12.822337199446157,-0.4849287247551685,-0.4849287247551685,-0.4849287247551685,-0.4849287247551685,-0.4849287247551685,-0.4849287247551685,0.0,0.0,0.0,12.337408474690989
