,ds,merged,forecast,Quarter,Year,capital,EPS_ratio,EPS_forecast
0,2017-10-01,12.78,actual,4.0,2017,13.1,0.10300000000000001,1.0048396946564886
1,2017-11-01,14.69,actual,4.0,2017,13.1,0.10300000000000001,1.1550152671755727
2,2017-12-01,17.7,actual,4.0,2017,13.1,0.10300000000000001,1.3916793893129773
3,2018-01-01,16.95,actual,1.0,2018,13.1,0.131,1.695
4,2018-02-01,10.84,actual,1.0,2018,13.1,0.131,1.084
5,2018-03-01,14.38,actual,1.0,2018,13.1,0.131,1.4380000000000002
6,2018-04-01,13.67,actual,2.0,2018,13.1,0.131,1.367
7,2018-05-01,11.11,actual,2.0,2018,13.1,0.131,1.111
8,2018-06-01,11.22,actual,2.0,2018,13.1,0.131,1.122
9,2018-07-01,11.09,actual,3.0,2018,13.1,0.131,1.109
10,2018-08-01,11.22,actual,3.0,2018,13.1,0.131,1.122
11,2018-09-01,12.72,actual,3.0,2018,13.1,0.131,1.2720000000000002
12,2018-10-01,12.88,actual,4.0,2018,13.1,0.131,1.2880000000000003
13,2018-11-01,16.76,actual,4.0,2018,13.1,0.131,1.6760000000000002
14,2018-12-01,14.84,actual,4.0,2018,13.1,0.131,1.484
15,2019-01-01,18.41,actual,1.0,2019,13.1,0.132,1.855053435114504
16,2019-02-01,9.62,actual,1.0,2019,13.1,0.132,0.9693435114503817
17,2019-03-01,14.09,actual,1.0,2019,13.1,0.132,1.4197557251908397
18,2019-04-01,10.09,actual,2.0,2019,13.1,0.132,1.0167022900763358
19,2019-05-01,12.54,actual,2.0,2019,13.1,0.132,1.2635725190839695
20,2019-06-01,13.55,actual,2.0,2019,13.1,0.132,1.3653435114503818
21,2019-07-01,12.88,actual,3.0,2019,13.1,0.132,1.2978320610687024
22,2019-08-01,15.83,actual,3.0,2019,13.1,0.132,1.5950839694656491
23,2019-09-01,14.12,actual,3.0,2019,13.1,0.132,1.4227786259541986
24,2019-10-01,13.63,actual,4.0,2019,13.1,0.132,1.3734045801526718
25,2019-11-01,17.64,actual,4.0,2019,13.1,0.132,1.777465648854962
26,2019-12-01,19.48,actual,4.0,2019,13.1,0.132,1.9628702290076339
27,2020-01-01,17.29,actual,1.0,2020,13.1,0.1186,1.5653389312977097
28,2020-02-01,5.9,actual,1.0,2020,13.1,0.1186,0.5341526717557252
29,2020-03-01,12.97,actual,1.0,2020,13.1,0.1186,1.1742305343511452
30,2020-04-01,8.82,actual,2.0,2020,13.1,0.0311,0.20939083969465647
31,2020-05-01,8.49,actual,2.0,2020,13.1,0.0311,0.20155648854961836
32,2020-06-01,8.2,actual,2.0,2020,13.1,0.0311,0.1946717557251908
33,2020-07-01,8.63,actual,3.0,2020,13.1,0.043,0.2832748091603054
34,2020-08-01,10.56,actual,3.0,2020,13.1,0.043,0.3466259541984733
35,2020-09-01,12.0,actual,3.0,2020,13.1,0.043,0.3938931297709924
36,2020-10-01,12.36,actual,4.0,2020,13.1,0.0983,0.9274717557251909
37,2020-11-01,17.48,actual,4.0,2020,13.1,0.0983,1.311667175572519
38,2020-12-01,19.88,actual,4.0,2020,13.1,0.0983,1.4917587786259543
39,2021-01-01,23.18,actual,1.0,2021,13.1,0.1318,2.33215572519084
