,Year,EPS,max_stock_price,avg_stock_price,min_stock_price
0,1998,0.0,0.0,0.0,0.0
1,1999,0.0,0.0,0.0,0.0
2,2000,0.0,0.0,0.0,0.0
3,2001,0.0,0.0,0.0,0.0
4,2002,1.1636109045848815,27.69393952912018,24.668551177199486,19.083218835192053
5,2003,1.1441933085501854,27.231800743494414,24.25689814126393,18.764770260223038
6,2004,1.1857881040892186,28.221756877323404,25.138707806691436,19.446924907063185
7,2005,1.2803866171003715,30.47320148698884,27.144196282527876,20.998340520446092
8,2006,1.4211127633209413,33.822483767038406,30.127590582403954,23.306249318463436
9,2007,1.4287980173482024,34.005392812887216,30.29051796778189,23.432287484510518
10,2008,0.0,0.0,0.0,0.0
11,2009,0.0,0.0,0.0,0.0
12,2010,0.0,0.0,0.0,0.0
13,2011,0.0,0.0,0.0,0.0
14,2012,2.0153135068153656,47.964461462205705,42.72464634448575,33.051141511771995
15,2013,1.6768079306071864,39.90802874845104,35.54832812887235,27.499650061957855
16,2014,1.7110879801734813,40.72389392812886,36.2750651796778,28.06184287484509
17,2015,2.2661957868649316,53.93545972738537,48.04335068153655,37.165610904584874
18,2016,2.787075588599752,66.33239900867409,59.08600247831474,45.708039653035925
19,2017,3.2917472118959097,78.34358364312266,69.78504089219328,53.984654275092915
20,2018,3.048513011152416,72.5546096654275,64.62847583643122,49.99561338289962
21,2019,3.533085501858735,84.08743494423788,74.90141263940518,57.942602230483246
22,2020,4.211479553903344,100.23321338289959,89.2833665427509,69.06826468401484
23,2021,4.269336436125848,101.6102071797952,90.50993244586799,70.0171175524639
24,2022,4.433660943103421,105.52113044586142,93.99361199379251,72.7120394668961
25,2023,4.606178824662917,109.62705602697744,97.65099108285385,75.54133272447184
26,2024,4.792455444479239,114.06043957860588,101.60005542295985,78.59626928945951
27,2025,4.947610283818629,117.75312475488337,104.88933801695494,81.14080865462552
28,2026,5.120090781966081,121.85816061079272,108.5459245776809,83.96948882424371
29,2027,5.292608663525423,125.96408619190507,112.20330366673896,86.79878208181692
30,2028,5.478885283341893,130.39746974353707,116.15236800684814,89.85371864680704
31,2029,5.6340401226811885,134.09015491981228,119.44165060084119,92.39825801197148
32,2030,5.806520620828844,138.1951907757265,123.09823716157149,95.22693818159304
33,2031,5.9790385023882315,142.3011163568399,126.75561625063051,98.056231439167
34,2032,6.165315122204424,146.7344999084653,130.70468059073377,101.11116800415255
35,2033,6.320469961543895,150.4271850847447,133.99396318473057,103.65570736931987
36,2034,6.4929504596913805,154.53222094065487,137.65054974545725,106.48438753893863
37,2035,6.66546834125082,158.63814652176953,141.30792883451738,109.31368079651344
38,2036,6.851744961067121,163.0715300733975,145.25699317462295,112.36861736150078
39,2037,7.006899800406675,166.76421524967887,148.5462757686215,114.91315672666946
40,2038,7.179380298554076,170.869251105587,152.2028623293464,117.74183689628683
41,2039,7.351898180113383,174.97517668669852,155.86024141840372,120.57113015385947
42,2040,7.538174799929739,179.4085602383278,159.80930575851048,123.62606671884771
43,2041,3.543932557752946,84.34559487452012,75.13137022436246,58.120493947148304
