,Year,EPS,max_stock_price,avg_stock_price,min_stock_price
0,1997,0.28017723880596984,3.4461800373134293,3.0539319029850716,2.106932835820893
1,1998,0.0,0.0,0.0,0.0
2,1999,0.0,0.0,0.0,0.0
3,2000,0.34641380597014854,4.2608898134328275,3.7759104850746192,2.6050318208955168
4,2001,0.41279999999999967,5.077439999999997,4.499519999999997,3.1042559999999972
5,2002,-0.4367686567164173,-5.372254477611933,-4.760778358208949,-3.284500298507458
6,2003,0.0043070895522382,0.05297720149252986,0.04694727611939638,0.03238931343283126
7,2004,-0.2803820895522383,-3.4486997014925316,-3.0561647761193975,-2.108473313432832
8,2005,0.17474850746268603,2.149406641791038,1.9047587313432777,1.3141087761193988
9,2006,0.5514697761194023,6.783078246268649,6.011020559701485,4.147052716417905
10,2007,0.9797074626865663,12.050401791044766,10.678811343283574,7.367400119402978
11,2008,0.7219417910447754,8.879884029850738,7.869165522388053,5.429002268656711
12,2009,0.936218283582089,11.515484888059696,10.20477929104477,7.0403614925373095
13,2010,1.1734925373134324,14.43395820895522,12.791068656716414,8.824663880597011
14,2011,0.44964179104477564,5.53059402985074,4.901095522388054,3.381306268656713
15,2012,1.0199552238805967,12.54544925373134,11.117511940298504,7.6700632835820866
16,2013,1.6838160447761188,20.710937350746264,18.353594888059696,12.662296656716412
17,2014,3.014905597014925,37.083338843283585,32.86247100746269,22.672090089552235
18,2015,2.6932761194029853,33.12729626865672,29.35670970149254,20.253436417910446
19,2016,4.814488805970148,59.21821231343283,52.477927985074615,36.20495582089551
20,2017,5.515038805970151,67.83497731343286,60.113922985074645,41.47309182089553
21,2018,4.160037313432836,51.16845895522389,45.344406716417915,31.283480597014925
22,2019,6.802221268656716,83.6673216044776,74.14421182835821,51.1527039402985
23,2020,6.183327611940298,76.05492962686567,67.39827097014924,46.498623641791035
24,2021,7.202940048490653,88.59616259643504,78.51204652854813,54.16610916464971
25,2022,7.39741455574706,90.98819903568885,80.63181865764297,55.62855745921789
26,2023,7.709004077610581,94.82075015461015,84.02814444595533,57.97171066363157
27,2024,8.018999130928629,98.63368931042214,87.40709052712205,60.302873464583286
28,2025,8.3362399734113,102.53575167295901,90.86501571018319,62.68852460005298
29,2026,8.647817164208698,106.36815111976699,94.26120708987482,65.0315850748494
30,2027,8.959406686072043,110.20070223868613,97.65753287818528,67.37473827926176
31,2028,9.269401739390295,114.01364139450064,101.03647895935421,69.70590108021501
32,2029,9.586642581872807,117.91570375703553,104.4944041424136,72.0915522156835
33,2030,9.898219772670346,121.74810320384528,107.89059552210678,74.434612690481
34,2031,10.209809294533784,125.58065432276555,111.28692131041825,76.77776589489405
35,2032,10.519804347851904,129.39359347857842,114.66586739158576,79.10892869584632
36,2033,10.837045190334319,133.29565584111214,118.12379257464409,81.49457983131407
37,2034,11.148622381131824,137.12805528792146,121.5199839543369,83.83764030611131
38,2035,11.460211902995246,140.96060640684152,124.91630974264818,86.18079351052424
39,2036,11.770206956313372,144.77354556265448,128.29525582381575,88.51195631147655
40,2037,12.087447798796008,148.67560792519092,131.7531810068765,90.89760744694597
41,2038,12.399024989593574,152.50800737200098,135.14937238656995,93.24066792174366
42,2039,12.710614511456857,156.34055849091936,138.54569817487973,95.58382112615556
43,2040,13.020609564775024,160.1534976467328,141.92464425604777,97.91498392710817
44,2041,6.279412718367854,77.23677643592461,68.44559863020962,47.221183642126256
