,Year,EPS,max_stock_price,avg_stock_price,min_stock_price
0,1997,0.0,0.0,0.0,0.0
1,1998,0.0,0.0,0.0,0.0
2,1999,0.0,0.0,0.0,0.0
3,2000,1.71696,54.255936000000005,49.448448,44.125872
4,2001,1.4195630769230763,44.85819323076921,40.8834166153846,36.48277107692306
5,2002,2.215446153846153,70.00809846153844,63.804849230769214,56.936966153846136
6,2003,3.052752403846153,96.46697596153844,87.9192692307692,78.45573677884613
7,2004,2.5465730769230763,80.47170923076922,73.3413046153846,65.44692807692306
8,2005,2.890265480769231,91.3323891923077,83.23964584615385,74.27982285576924
9,2006,2.9314312499999993,92.63322749999998,84.42521999999998,75.33778312499997
10,2007,2.637068461538461,83.33136338461537,75.94757169230768,67.77265946153844
11,2008,2.42706,76.695096,69.899328,62.375442
12,2009,2.905945096153846,91.82786503846154,83.69121876923077,74.68278897115384
13,2010,4.134699519230769,130.6565048076923,119.07934615384615,106.26177764423076
14,2011,4.460000192307692,140.9360060769231,128.44800553846156,114.6220049423077
15,2012,4.54170375,143.5178385,130.80106800000001,116.721786375
16,2013,8.89109423076923,280.9585776923077,256.06351384615385,228.5011217307692
17,2014,9.848542307692307,311.2139369230769,283.6380184615385,253.1075373076923
18,2015,9.089423076923078,287.2257692307693,261.77538461538467,233.5981730769231
19,2016,10.704882692307693,338.27429307692313,308.3006215384616,275.1154851923077
20,2017,31.043249999999997,980.9667,894.0455999999999,797.8115249999998
21,2018,11.304,357.20640000000003,325.5552,290.5128
22,2019,11.638528846153847,367.77751153846157,335.1896307692308,299.11019134615384
23,2020,9.848451923076917,311.2110807692306,283.6354153846152,253.10521442307675
24,2021,10.201033602580951,322.3526618415581,293.7897677543314,262.1665635863304
25,2022,10.770878306967463,340.35975450017185,310.20129524066294,276.8115724890638
26,2023,11.158478269054804,352.6079133021318,321.3641741487784,286.7728915147085
27,2024,11.475798817451798,362.63524263147684,330.50300594261176,294.9280296085112
28,2025,11.949148241043833,377.59308441698516,344.1354693420624,307.0931097948265
29,2026,12.336855045102745,389.8446194252467,355.30142529895903,317.0571746591405
30,2027,12.724455007190128,402.0927782272081,366.4643042070757,327.0184936847863
31,2028,13.041775555587254,412.12010755655723,375.6031360009129,335.17363177859244
32,2029,13.515124979178822,427.0779493420508,389.23559940035005,347.3387119648957
33,2030,13.902831783237588,439.3294843503078,400.40155535724256,357.302776829206
34,2031,14.290431745325275,451.5776431522787,411.56443426536794,367.26409585485953
35,2032,14.607752293722557,461.60497248163284,420.7032660592096,375.4192339486697
36,2033,15.081101717313944,476.56281426712064,434.3357294586416,387.58431413496834
37,2034,15.468808521373044,488.8143492753882,445.50168541554365,397.5483789992872
38,2035,15.856408483460598,501.0625080773549,456.6645643236652,407.50969802493734
39,2036,16.173729031857455,511.0898374066956,465.80339611749474,415.66483611873656
40,2037,16.64707845544911,526.0476791921918,479.43585951693433,427.82991630504205
41,2038,17.034785259508453,538.2992142004672,490.6018154738435,437.7939811693672
42,2039,17.422385221595665,550.547373002423,501.76469438195517,447.75530019500854
43,2040,17.73970576999274,560.5747023317706,510.9035261757909,455.9104382888134
44,2041,9.382485147963722,296.4865306756536,270.2155722613552,241.12986830266766
