,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2011-08-01,100.63796767165738,97.0189993681328,118.70331177447623,100.63796767165738,100.63796767165738,7.346381106658114,7.346381106658114,7.346381106658114,7.346381106658114,7.346381106658114,7.346381106658114,0.0,0.0,0.0,107.98434877831549
1,2011-09-01,102.86324199186117,93.96718472825887,117.29229022713413,102.86324199186117,102.86324199186117,3.165484790191381,3.165484790191381,3.165484790191381,3.165484790191381,3.165484790191381,3.165484790191381,0.0,0.0,0.0,106.02872678205256
2,2011-10-01,105.01673326947777,97.82861876390822,119.59911179285558,105.01673326947777,105.01673326947777,3.58360633912044,3.58360633912044,3.58360633912044,3.58360633912044,3.58360633912044,3.58360633912044,0.0,0.0,0.0,108.6003396085982
3,2011-11-01,107.24200758968156,90.49330646795558,111.7814316514612,107.24200758968156,107.24200758968156,-5.293136066312055,-5.293136066312055,-5.293136066312055,-5.293136066312055,-5.293136066312055,-5.293136066312055,0.0,0.0,0.0,101.9488715233695
4,2011-12-01,109.39549886729816,103.23679831178306,125.15107828718985,109.39549886729816,109.39549886729816,5.09423445346947,5.09423445346947,5.09423445346947,5.09423445346947,5.09423445346947,5.09423445346947,0.0,0.0,0.0,114.48973332076763
5,2012-01-01,111.62077318362286,103.32807104608113,125.97547730037056,111.62077318362286,111.62077318362286,2.630837444604394,2.630837444604394,2.630837444604394,2.630837444604394,2.630837444604394,2.630837444604394,0.0,0.0,0.0,114.25161062822725
6,2012-02-01,113.84604749994757,90.33039342653517,112.58587811852485,113.84604749994757,113.84604749994757,-12.302881994347697,-12.302881994347697,-12.302881994347697,-12.302881994347697,-12.302881994347697,-12.302881994347697,0.0,0.0,0.0,101.54316550559987
7,2012-03-01,115.9277557313481,102.35298295584015,124.03455250644943,115.9277557313481,115.9277557313481,-2.3464695412114924,-2.3464695412114924,-2.3464695412114924,-2.3464695412114924,-2.3464695412114924,-2.3464695412114924,0.0,0.0,0.0,113.58128619013661
8,2012-04-01,118.1530300476728,99.72111481648038,122.46223249820385,118.1530300476728,118.1530300476728,-7.176533435861204,-7.176533435861204,-7.176533435861204,-7.176533435861204,-7.176533435861204,-7.176533435861204,0.0,0.0,0.0,110.9764966118116
9,2012-05-01,120.30652132399885,113.18681738140788,135.96528319866124,120.30652132399885,120.30652132399885,4.132340153343971,4.132340153343971,4.132340153343971,4.132340153343971,4.132340153343971,4.132340153343971,0.0,0.0,0.0,124.43886147734283
10,2012-06-01,122.53179564286911,114.03106935157358,135.47574138618856,122.53179564286911,122.53179564286911,1.7297324654004191,1.7297324654004191,1.7297324654004191,1.7297324654004191,1.7297324654004191,1.7297324654004191,0.0,0.0,0.0,124.26152810826953
11,2012-07-01,124.68528691919518,127.963175028845,149.92269887891274,124.68528691919518,124.68528691919518,13.863412432968696,13.863412432968696,13.863412432968696,13.863412432968696,13.863412432968696,13.863412432968696,0.0,0.0,0.0,138.54869935216388
12,2012-08-01,126.91056123359795,126.84604254158042,149.52627264500373,126.91056123359795,126.91056123359795,11.011643589623533,11.011643589623533,11.011643589623533,11.011643589623533,11.011643589623533,11.011643589623533,0.0,0.0,0.0,137.92220482322148
13,2012-09-01,129.13583554800067,121.01241720761844,143.69385068446417,129.13583554800067,129.13583554800067,3.144673155345393,3.144673155345393,3.144673155345393,3.144673155345393,3.144673155345393,3.144673155345393,0.0,0.0,0.0,132.28050870334607
14,2012-10-01,131.28932682000334,119.12059965305299,142.1428013976573,131.28932682000334,131.28932682000334,-0.25014068769257897,-0.25014068769257897,-0.25014068769257897,-0.25014068769257897,-0.25014068769257897,-0.25014068769257897,0.0,0.0,0.0,131.03918613231076
15,2012-11-01,133.5146011344061,113.70694324601155,136.81727968154124,133.5146011344061,133.5146011344061,-7.988529450798038,-7.988529450798038,-7.988529450798038,-7.988529450798038,-7.988529450798038,-7.988529450798038,0.0,0.0,0.0,125.52607168360805
