,ds,merged,forecast,Quarter,Year,capital,EPS_ratio,EPS_forecast
0,2000-01-01,0.886,actual,1.0,2000,9.77,0.0,0.0
1,2000-02-01,1.46,actual,1.0,2000,9.77,0.0,0.0
2,2000-03-01,1.35,actual,1.0,2000,9.77,0.0,0.0
3,2000-04-01,1.4,actual,2.0,2000,9.77,0.0,0.0
4,2000-05-01,1.52,actual,2.0,2000,9.77,0.0,0.0
5,2000-06-01,1.42,actual,2.0,2000,9.77,0.0,0.0
6,2000-07-01,1.7,actual,3.0,2000,9.77,0.0,0.0
7,2000-08-01,1.58,actual,3.0,2000,9.77,0.0,0.0
8,2000-09-01,1.57,actual,3.0,2000,9.77,0.0,0.0
9,2000-10-01,1.44,actual,4.0,2000,9.77,0.0,0.0
10,2000-11-01,1.31,actual,4.0,2000,9.77,0.0,0.0
11,2000-12-01,1.46,actual,4.0,2000,9.77,0.0,0.0
12,2001-01-01,1.6,actual,1.0,2001,9.77,0.0,0.0
13,2001-02-01,1.54,actual,1.0,2001,9.77,0.0,0.0
14,2001-03-01,1.68,actual,1.0,2001,9.77,0.0,0.0
15,2001-04-01,1.65,actual,2.0,2001,9.77,0.0,0.0
16,2001-05-01,1.59,actual,2.0,2001,9.77,0.0,0.0
17,2001-06-01,1.6,actual,2.0,2001,9.77,0.0,0.0
18,2001-07-01,1.75,actual,3.0,2001,9.77,0.0,0.0
19,2001-08-01,1.74,actual,3.0,2001,9.77,0.0,0.0
20,2001-09-01,1.78,actual,3.0,2001,9.77,0.0,0.0
21,2001-10-01,1.71,actual,4.0,2001,9.77,0.0,0.0
22,2001-11-01,1.59,actual,4.0,2001,9.77,0.0,0.0
23,2001-12-01,1.71,actual,4.0,2001,9.77,0.0,0.0
24,2002-01-01,1.54,actual,1.0,2002,9.77,0.0,0.0
25,2002-02-01,1.55,actual,1.0,2002,9.77,0.0,0.0
26,2002-03-01,1.59,actual,1.0,2002,9.77,0.0,0.0
27,2002-04-01,1.6,actual,2.0,2002,9.77,0.0,0.0
28,2002-05-01,1.7,actual,2.0,2002,9.77,0.0,0.0
29,2002-06-01,1.6,actual,2.0,2002,9.77,0.0,0.0
30,2002-07-01,1.66,actual,3.0,2002,9.77,0.0,0.0
31,2002-08-01,1.91,actual,3.0,2002,9.77,0.0,0.0
32,2002-09-01,2.28,actual,3.0,2002,9.77,0.0,0.0
33,2002-10-01,2.03,actual,4.0,2002,9.77,0.0,0.0
34,2002-11-01,1.91,actual,4.0,2002,9.77,0.0,0.0
35,2002-12-01,2.04,actual,4.0,2002,9.77,0.0,0.0
36,2003-01-01,2.17,actual,1.0,2003,9.77,0.0,0.0
37,2003-02-01,2.1,actual,1.0,2003,9.77,0.0,0.0
38,2003-03-01,2.15,actual,1.0,2003,9.77,0.0,0.0
39,2003-04-01,2.01,actual,2.0,2003,9.77,0.0,0.0
40,2003-05-01,2.24,actual,2.0,2003,9.77,0.0,0.0
41,2003-06-01,2.11,actual,2.0,2003,9.77,0.0,0.0
42,2003-07-01,2.38,actual,3.0,2003,9.77,0.0,0.0
43,2003-08-01,2.36,actual,3.0,2003,9.77,0.0,0.0
44,2003-09-01,2.43,actual,3.0,2003,9.77,0.0,0.0
45,2003-10-01,2.38,actual,4.0,2003,9.77,0.0,0.0
46,2003-11-01,2.1,actual,4.0,2003,9.77,0.0,0.0
47,2003-12-01,2.54,actual,4.0,2003,9.77,0.0,0.0
48,2004-01-01,2.64,actual,1.0,2004,9.77,0.0,0.0
49,2004-02-01,2.33,actual,1.0,2004,9.77,0.0,0.0
50,2004-03-01,2.27,actual,1.0,2004,9.77,0.0,0.0
51,2004-04-01,2.26,actual,2.0,2004,9.77,0.0,0.0
52,2004-05-01,2.45,actual,2.0,2004,9.77,0.0,0.0
53,2004-06-01,2.31,actual,2.0,2004,9.77,0.0,0.0
