,Year,EPS,max_stock_price,avg_stock_price,min_stock_price
0,2000,0.0,0.0,0.0,0.0
1,2001,0.0,0.0,0.0,0.0
2,2002,0.0,0.0,0.0,0.0
3,2003,0.0,0.0,0.0,0.0
4,2004,0.0,0.0,0.0,0.0
5,2005,0.0,0.0,0.0,0.0
6,2006,0.0,0.0,0.0,0.0
7,2007,0.0,0.0,0.0,0.0
8,2008,0.0,0.0,0.0,0.0
9,2009,0.0,0.0,0.0,0.0
10,2010,0.0,0.0,0.0,0.0
11,2011,0.0,0.0,0.0,0.0
12,2012,4.655007164790174,142.44321924257932,117.30618055271238,85.18663111566019
13,2013,5.72291914022518,175.12132569089053,144.21756233367452,104.7294202661208
14,2014,7.9105670419652,242.06335148413513,199.34628945752303,144.76337686796316
15,2015,9.746281473899694,298.23621310133063,245.60629314227228,178.35695097236442
16,2016,11.968133060388947,366.2248716479018,301.59695312180145,219.01683500511774
17,2017,14.661248720573184,448.63421084953944,369.4634677584442,268.3008515864893
18,2018,17.440348004094165,533.6746489252815,439.49676970317296,319.15836847492324
19,2019,19.392835209826,593.4207574206756,488.69944728761516,354.88888433981583
20,2020,21.598076765609008,660.9011490276357,544.271534493347,395.24480481064484
21,2021,22.793777552543983,697.4895931078458,574.4031943241083,417.1261292115549
22,2022,24.692330358194553,755.5853089607533,622.2467250265028,451.86964555496036
23,2023,26.305576031246574,804.9506265561452,662.9005159874137,481.3920413718123
24,2024,27.95991156631896,855.5732939293603,704.5897714712378,511.666381663637
25,2025,29.549827020720834,904.2247068340575,744.6556409221649,540.7618344791913
26,2026,31.162992789852787,953.5875793694953,785.3074183042902,570.2827680543061
27,2027,32.77623846290476,1002.9528969648857,825.9612092651998,599.8051638711571
28,2028,34.4305739979771,1053.5755643380992,867.6504647490228,630.0795041629809
29,2029,36.02048945237896,1102.2269772427962,907.7163341999498,659.174956978535
30,2030,37.63365522151084,1151.5898497782318,948.3681115820732,688.6958905536485
31,2031,39.246900894562934,1200.9551673736257,989.0219025429859,718.2182863705017
32,2032,40.9012364296354,1251.577834746843,1030.711158026812,748.4926266623278
33,2033,42.491151884037336,1300.2292476515424,1070.7770274777408,777.5880794778833
34,2034,44.104317653169225,1349.5921201869783,1111.4288048598644,807.1090130529968
35,2035,45.71756332622093,1398.9574377823606,1152.0825958207674,836.6314088698431
36,2036,47.37189886129344,1449.5801051555793,1193.7718513045945,866.90574916167
37,2037,48.96181431569532,1498.2315180602768,1233.837720755522,896.0012019772244
38,2038,50.57498008482696,1547.5943905957051,1274.4894981376394,925.5221355523335
39,2039,52.18822575787913,1596.9597081911015,1315.143289098554,955.0445313691881
40,2040,53.84256129295184,1647.5823755643264,1356.8325445823864,985.3188716610188
41,2041,25.582702014003466,782.8306816285061,644.6840907528873,468.1634468562635
