,Year,EPS,max_stock_price,avg_stock_price,min_stock_price
0,1997,0.0,0.0,0.0,0.0
1,1998,0.0,0.0,0.0,0.0
2,1999,0.0,0.0,0.0,0.0
3,2000,0.0,0.0,0.0,0.0
4,2001,0.0,0.0,0.0,0.0
5,2002,1.5091423412578993,20.22250737285585,17.50605115859163,12.344784351489615
6,2003,1.7117062894974415,22.936864279265716,19.855792958170323,14.001757448089071
7,2004,2.135118868492326,28.610592837797167,24.767378874510978,17.465272344267227
8,2005,0.859368040926873,11.515531748420099,9.968669274751727,7.029630574781821
9,2006,0.4121817634667464,5.523235630454402,4.7813084562142585,3.3716468251579856
10,2007,0.3815859163406554,5.113251278964783,4.426396629551602,3.121372795666561
11,2008,0.3420872705386695,4.5839694252181715,3.968212338248566,2.7982738730063166
12,2009,0.6032681312067403,8.08379295817032,6.997910321998187,4.934733313271136
13,2010,0.816262413481793,10.937916340656026,9.468643996388797,6.677026542281066
14,2011,0.7048239542582,9.44464098705988,8.17595786939512,5.765459945832076
15,2012,0.7234926271441464,9.694801203731561,8.392514474872097,5.918169690039117
16,2013,4.53715016551309,60.7978122178754,52.630941919951844,37.113888353897075
17,2014,4.952031297020764,66.35721938007825,57.44356304544086,40.50761600962985
18,2015,4.654978031898887,62.376705627445084,53.99774517002709,38.077720300932896
19,2016,5.570087270538671,74.63916942521818,64.61301233824858,45.56331387300632
20,2017,7.611435449894675,101.99323502858864,88.29265121877822,62.26154198013844
21,2018,7.75630454408667,103.93448089076138,89.97313271140537,63.44657117062896
22,2019,8.770959975925368,117.53086367739994,101.74313572073427,71.74645260306951
23,2020,9.415800782425517,126.17173048450194,109.223289076136,77.02125040024073
24,2021,11.248858447851173,150.73470320120572,130.48675799507362,92.0156621034226
25,2022,12.472733683464465,167.13463135842383,144.6837107281878,102.02696153073933
26,2023,13.507032443024785,180.99423473653212,156.6815763390875,110.48752538394274
27,2024,14.419926449067761,193.227014417508,167.27114680918604,117.95499835337428
28,2025,15.608668356506039,209.15615597718093,181.06055293547004,127.6789071562194
29,2026,16.643122861704633,223.01784634684208,193.06022519577374,136.1407450087439
30,2027,17.677421621265022,236.8774497249513,205.05809080667424,144.60130886194787
31,2028,18.590315627308215,249.11022940593008,215.6476612767753,152.0687818313812
32,2029,19.779057534745824,265.03937096559406,229.43706740305154,161.79269063422083
33,2030,20.813512039944165,278.9010613352518,241.4367396633523,170.25452848674325
34,2031,21.8478107995049,292.76066471336566,253.43460527425682,178.71509233995008
35,2032,22.76070480554854,304.99344439435043,264.02417574436305,186.18256530938703
36,2033,23.94944671298565,320.92258595400773,277.8135818706335,195.9064741122226
37,2034,24.983901218184464,334.7842763236718,289.81325413093975,204.3683119647489
38,2035,26.018199977745383,348.64387970178814,301.8111197418464,212.82887581795723
39,2036,26.931093983788134,360.87665938276103,312.40069021194233,220.29634878738693
40,2037,28.119835891225677,376.80580094242407,326.1900963382178,230.02025759022604
41,2038,29.1542903964251,390.66749131209633,338.18976859853115,238.4820954427573
42,2039,30.188589155985014,404.5270946901992,350.18763420942616,246.9426592959574
43,2040,31.101483162028217,416.7598743711781,360.7772046795273,254.4101322653908
44,2041,17.410414993869015,233.29956091784481,201.96081392888055,142.41719464984854
