,ds,merged,forecast,Quarter,Year,capital,EPS_ratio,EPS_forecast
0,1997-06-01,0.949,actual,2.0,1997,33.23,0.0,0.0
1,1997-07-01,0.951,actual,3.0,1997,33.23,0.0,0.0
2,1997-08-01,0.987,actual,3.0,1997,33.23,0.0,0.0
3,1997-09-01,0.973,actual,3.0,1997,33.23,0.0,0.0
4,1997-10-01,1.04,actual,4.0,1997,33.23,0.0,0.0
5,1997-11-01,1.04,actual,4.0,1997,33.23,0.0,0.0
6,1997-12-01,1.05,actual,4.0,1997,33.23,0.0,0.0
7,1998-01-01,1.13,actual,1.0,1998,33.23,0.0,0.0
8,1998-02-01,1.15,actual,1.0,1998,33.23,0.0,0.0
9,1998-03-01,1.21,actual,1.0,1998,33.23,0.0,0.0
10,1998-04-01,1.25,actual,2.0,1998,33.23,0.0,0.0
11,1998-05-01,1.32,actual,2.0,1998,33.23,0.0,0.0
12,1998-06-01,1.37,actual,2.0,1998,33.23,0.0,0.0
13,1998-07-01,1.4,actual,3.0,1998,33.23,0.0,0.0
14,1998-08-01,1.45,actual,3.0,1998,33.23,0.0,0.0
15,1998-09-01,1.53,actual,3.0,1998,33.23,0.0,0.0
16,1998-10-01,1.61,actual,4.0,1998,33.23,0.0,0.0
17,1998-11-01,1.7,actual,4.0,1998,33.23,0.0,0.0
18,1998-12-01,1.73,actual,4.0,1998,33.23,0.0,0.0
19,1999-01-01,1.88,actual,1.0,1999,33.23,0.0,0.0
20,1999-02-01,1.92,actual,1.0,1999,33.23,0.0,0.0
21,1999-03-01,1.99,actual,1.0,1999,33.23,0.0,0.0
22,1999-04-01,2.01,actual,2.0,1999,33.23,0.0,0.0
23,1999-05-01,2.04,actual,2.0,1999,33.23,0.0,0.0
24,1999-06-01,2.03,actual,2.0,1999,33.23,0.0,0.0
25,1999-07-01,1.99,actual,3.0,1999,33.23,0.0,0.0
26,1999-08-01,1.99,actual,3.0,1999,33.23,0.0,0.0
27,1999-09-01,1.95,actual,3.0,1999,33.23,0.0,0.0
28,1999-10-01,1.93,actual,4.0,1999,33.23,0.0,0.0
29,1999-11-01,1.93,actual,4.0,1999,33.23,0.0,0.0
30,1999-12-01,1.92,actual,4.0,1999,33.23,0.0,0.0
31,2000-01-01,1.97,actual,1.0,2000,33.23,0.0,0.0
32,2000-02-01,2.03,actual,1.0,2000,33.23,0.0,0.0
33,2000-03-01,2.04,actual,1.0,2000,33.23,0.0,0.0
34,2000-04-01,2.04,actual,2.0,2000,33.23,0.0,0.0
35,2000-05-01,2.06,actual,2.0,2000,33.23,0.0,0.0
36,2000-06-01,2.06,actual,2.0,2000,33.23,0.0,0.0
37,2000-07-01,2.06,actual,3.0,2000,33.23,0.0,0.0
38,2000-08-01,2.03,actual,3.0,2000,33.23,0.0,0.0
39,2000-09-01,2.03,actual,3.0,2000,33.23,0.0,0.0
40,2000-10-01,2.09,actual,4.0,2000,33.23,0.0,0.0
41,2000-11-01,2.05,actual,4.0,2000,33.23,0.0,0.0
42,2000-12-01,1.96,actual,4.0,2000,33.23,0.0,0.0
43,2001-01-01,2.01,actual,1.0,2001,33.23,0.0,0.0
44,2001-02-01,1.95,actual,1.0,2001,33.23,0.0,0.0
45,2001-03-01,1.98,actual,1.0,2001,33.23,0.0,0.0
46,2001-04-01,1.92,actual,2.0,2001,33.23,0.0,0.0
47,2001-05-01,1.93,actual,2.0,2001,33.23,0.0,0.0
48,2001-06-01,1.9,actual,2.0,2001,33.23,0.0,0.0
49,2001-07-01,1.94,actual,3.0,2001,33.23,0.0,0.0
50,2001-08-01,1.88,actual,3.0,2001,33.23,0.0,0.0
51,2001-09-01,1.85,actual,3.0,2001,33.23,0.0,0.0
52,2001-10-01,1.93,actual,4.0,2001,33.23,0.0,0.0
53,2001-11-01,1.95,actual,4.0,2001,33.23,0.0,0.0
54,2001-12-01,1.9,actual,4.0,2001,33.23,0.0,0.0
55,2002-01-01,2.03,actual,1.0,2002,33.23,0.20800000000000002,0.12706590430334036
56,2002-02-01,1.95,actual,1.0,2002,33.23,0.20800000000000002,0.12205838098104124
57,2002-03-01,2.09,actual,1.0,2002,33.23,0.20800000000000002,0.1308215467950647
58,2002-04-01,2.07,actual,2.0,2002,33.23,0.20800000000000002,0.12956966596448993
59,2002-05-01,2.07,actual,2.0,2002,33.23,0.20800000000000002,0.12956966596448993
60,2002-06-01,2.01,actual,2.0,2002,33.23,0.20800000000000002,0.12581402347276557
61,2002-07-01,2.04,actual,3.0,2002,33.23,0.20800000000000002,0.12769184471862777
62,2002-08-01,1.96,actual,3.0,2002,33.23,0.20800000000000002,0.12268432139632864
63,2002-09-01,1.97,actual,3.0,2002,33.23,0.20800000000000002,0.12331026181161603
64,2002-10-01,1.99,actual,4.0,2002,33.23,0.20800000000000002,0.12456214264219082
65,2002-11-01,1.96,actual,4.0,2002,33.23,0.20800000000000002,0.12268432139632864
66,2002-12-01,1.97,actual,4.0,2002,33.23,0.20800000000000002,0.12331026181161603
67,2003-01-01,2.05,actual,1.0,2003,33.23,0.24,0.14805898284682514
68,2003-02-01,1.97,actual,1.0,2003,33.23,0.24,0.1422810713210954
69,2003-03-01,2.0,actual,1.0,2003,33.23,0.24,0.14444778814324408
70,2003-04-01,1.99,actual,2.0,2003,33.23,0.24,0.14372554920252784
71,2003-05-01,1.95,actual,2.0,2003,33.23,0.24,0.14083659343966295
72,2003-06-01,1.95,actual,2.0,2003,33.23,0.24,0.14083659343966295
73,2003-07-01,1.95,actual,3.0,2003,33.23,0.24,0.14083659343966295
74,2003-08-01,1.96,actual,3.0,2003,33.23,0.24,0.1415588323803792
75,2003-09-01,1.95,actual,3.0,2003,33.23,0.24,0.14083659343966295
76,2003-10-01,1.98,actual,4.0,2003,33.23,0.24,0.14300331026181162
77,2003-11-01,1.96,actual,4.0,2003,33.23,0.24,0.1415588323803792
78,2003-12-01,1.99,actual,4.0,2003,33.23,0.24,0.14372554920252784
79,2004-01-01,1.98,actual,1.0,2004,33.23,0.3,0.17875413782726451
80,2004-02-01,1.99,actual,1.0,2004,33.23,0.3,0.17965693650315978
81,2004-03-01,1.97,actual,1.0,2004,33.23,0.3,0.17785133915136925
82,2004-04-01,1.95,actual,2.0,2004,33.23,0.3,0.1760457417995787
83,2004-05-01,2.0,actual,2.0,2004,33.23,0.3,0.1805597351790551
84,2004-06-01,1.98,actual,2.0,2004,33.23,0.3,0.17875413782726451
85,2004-07-01,2.0,actual,3.0,2004,33.23,0.3,0.1805597351790551
86,2004-08-01,1.97,actual,3.0,2004,33.23,0.3,0.17785133915136925
87,2004-09-01,1.93,actual,3.0,2004,33.23,0.3,0.17424014444778815
88,2004-10-01,1.95,actual,4.0,2004,33.23,0.3,0.1760457417995787
89,2004-11-01,1.95,actual,4.0,2004,33.23,0.3,0.1760457417995787
90,2004-12-01,1.98,actual,4.0,2004,33.23,0.3,0.17875413782726451
91,2005-01-01,1.96,actual,1.0,2005,33.23,0.128,0.07549804393620224
92,2005-02-01,1.96,actual,1.0,2005,33.23,0.128,0.07549804393620224
93,2005-03-01,1.99,actual,1.0,2005,33.23,0.128,0.0766536262413482
94,2005-04-01,1.9,actual,2.0,2005,33.23,0.128,0.07318687932591034
95,2005-05-01,1.88,actual,2.0,2005,33.23,0.128,0.07241649112247969
96,2005-06-01,1.85,actual,2.0,2005,33.23,0.128,0.07126090881733374
97,2005-07-01,1.84,actual,3.0,2005,33.23,0.128,0.07087571471561843
98,2005-08-01,1.82,actual,3.0,2005,33.23,0.128,0.07010532651218779
99,2005-09-01,1.82,actual,3.0,2005,33.23,0.128,0.07010532651218779
100,2005-10-01,1.8,actual,4.0,2005,33.23,0.128,0.06933493830875716
101,2005-11-01,1.77,actual,4.0,2005,33.23,0.128,0.0681793560036112
102,2005-12-01,1.72,actual,4.0,2005,33.23,0.128,0.06625338549503462
