,Year,EPS,max_stock_price,avg_stock_price,min_stock_price
0,1997,0.0,0.0,0.0,0.0
1,1998,0.0,0.0,0.0,0.0
2,1999,0.0,0.0,0.0,0.0
3,2000,0.0,0.0,0.0,0.0
4,2001,0.0,0.0,0.0,0.0
5,2002,1.9012737499999997,34.032800124999994,28.328978874999997,21.484393374999996
6,2003,1.767746875,31.642669062499998,26.3394284375,19.975539687500003
7,2004,1.3019225000000003,23.304412750000004,19.398645250000005,14.711724250000005
8,2005,1.867190625,33.4227121875,27.821140312500003,21.099254062500002
9,2006,2.112324375,37.8106063125,31.473633187500003,23.8692654375
10,2007,2.8955175000000004,51.829763250000006,43.14321075000001,32.719347750000004
11,2008,2.7471925,49.17474575,40.93316825,31.043275250000004
12,2009,3.438984375,61.55782031249999,51.2408671875,38.8605234375
13,2010,3.8877137499999996,69.59007612499998,57.92693487499999,43.931165375
14,2011,3.3989606249999995,60.841395187499984,50.644513312499996,38.4082550625
15,2012,2.607736249999999,46.678478874999975,38.85527012499998,29.46741962499999
16,2013,4.460457499999999,79.84218924999998,66.46081674999998,50.40316974999999
17,2014,6.213309374999998,111.21823781249995,92.57830968749997,70.21039593749998
18,2015,5.75400875,102.99675662499999,85.734730375,65.020298875
19,2016,5.638610625,100.93113018749999,84.01529831250001,63.716300062500004
20,2017,5.202382499999999,93.12264674999997,77.51549924999999,58.78692224999999
21,2018,5.7940975,103.71434525,86.33205275,65.47330175
22,2019,6.249395625,111.8641816875,93.1159948125,70.6181705625
23,2020,8.070231249999997,144.45713937499994,120.24644562499996,91.19361312499997
24,2021,9.800184080267366,175.42329503678585,146.02274279598376,110.74208010702124
25,2022,9.640632721318605,172.56732571160302,143.64542754764722,108.93914975090024
26,2023,9.839272938763925,176.12298560387424,146.60516678758248,111.18378420803235
27,2024,9.804516947182316,175.50085335456345,146.0873025130165,110.79104150316017
28,2025,10.269829835836983,183.829954061482,153.02046455397107,116.04907714495792
29,2026,10.468491997280053,187.38600675131292,155.9805307594728,118.2939595692646
30,2027,10.66713221472557,190.94166664358767,158.940269999411,120.53859402639894
31,2028,10.632376223144256,190.31953439428216,158.42240572484943,120.1458513215301
32,2029,11.097689111797667,198.64863510117823,165.35556776578525,125.40388696331364
33,2030,11.296351273240521,202.2046877910053,168.31563397128377,127.6487693876179
34,2031,11.494991490686287,205.76034768328452,171.27537321122568,129.89340384475506
35,2032,11.460235499105337,205.13821543398552,170.75750893666952,129.50066113989033
36,2033,11.925548387759036,213.46731614088674,177.69067097760964,134.75869678167712
37,2034,12.124210549201944,217.0233688307148,180.65073718310896,137.00357920598196
38,2035,12.322850766648077,220.57902872300056,183.61047642305635,139.2482136631233
39,2036,12.288094775066213,219.9568964736852,183.09261214848658,138.85547095824822
40,2037,12.75340766371984,228.2859971805851,190.02577418942562,144.11350660003419
41,2038,12.952069825163864,231.84204987043316,192.9858403949416,146.35838902435168
42,2039,13.150710042608734,235.39770976269634,195.94557963487014,148.60302348147871
43,2040,13.115954051027236,234.7755775133875,195.42771536030583,148.2102807766078
44,2041,6.73597749830542,120.573997219667,100.36606472475076,76.11654573085126
