,ds,merged,forecast,Quarter,Year,capital,EPS_ratio,EPS_forecast
0,1997-06-01,4.29,actual,2.0,1997,16.0,0.0,0.0
1,1997-07-01,5.0,actual,3.0,1997,16.0,0.0,0.0
2,1997-08-01,4.76,actual,3.0,1997,16.0,0.0,0.0
3,1997-09-01,4.61,actual,3.0,1997,16.0,0.0,0.0
4,1997-10-01,4.68,actual,4.0,1997,16.0,0.0,0.0
5,1997-11-01,4.44,actual,4.0,1997,16.0,0.0,0.0
6,1997-12-01,4.59,actual,4.0,1997,16.0,0.0,0.0
7,1998-01-01,4.05,actual,1.0,1998,16.0,0.0,0.0
8,1998-02-01,4.45,actual,1.0,1998,16.0,0.0,0.0
9,1998-03-01,4.46,actual,1.0,1998,16.0,0.0,0.0
10,1998-04-01,4.77,actual,2.0,1998,16.0,0.0,0.0
11,1998-05-01,4.23,actual,2.0,1998,16.0,0.0,0.0
12,1998-06-01,4.4,actual,2.0,1998,16.0,0.0,0.0
13,1998-07-01,4.7,actual,3.0,1998,16.0,0.0,0.0
14,1998-08-01,4.87,actual,3.0,1998,16.0,0.0,0.0
15,1998-09-01,5.01,actual,3.0,1998,16.0,0.0,0.0
16,1998-10-01,5.03,actual,4.0,1998,16.0,0.0,0.0
17,1998-11-01,4.87,actual,4.0,1998,16.0,0.0,0.0
18,1998-12-01,6.12,actual,4.0,1998,16.0,0.0,0.0
19,1999-01-01,4.37,actual,1.0,1999,16.0,0.0,0.0
20,1999-02-01,3.64,actual,1.0,1999,16.0,0.0,0.0
21,1999-03-01,5.12,actual,1.0,1999,16.0,0.0,0.0
22,1999-04-01,4.05,actual,2.0,1999,16.0,0.0,0.0
23,1999-05-01,4.23,actual,2.0,1999,16.0,0.0,0.0
24,1999-06-01,3.68,actual,2.0,1999,16.0,0.0,0.0
25,1999-07-01,4.15,actual,3.0,1999,16.0,0.0,0.0
26,1999-08-01,4.97,actual,3.0,1999,16.0,0.0,0.0
27,1999-09-01,4.44,actual,3.0,1999,16.0,0.0,0.0
28,1999-10-01,4.54,actual,4.0,1999,16.0,0.0,0.0
29,1999-11-01,4.36,actual,4.0,1999,16.0,0.0,0.0
30,1999-12-01,5.35,actual,4.0,1999,16.0,0.0,0.0
31,2000-01-01,4.29,actual,1.0,2000,16.0,0.0,0.0
32,2000-02-01,3.56,actual,1.0,2000,16.0,0.0,0.0
33,2000-03-01,4.65,actual,1.0,2000,16.0,0.0,0.0
34,2000-04-01,4.7,actual,2.0,2000,16.0,0.0,0.0
35,2000-05-01,4.49,actual,2.0,2000,16.0,0.0,0.0
36,2000-06-01,4.26,actual,2.0,2000,16.0,0.0,0.0
37,2000-07-01,4.75,actual,3.0,2000,16.0,0.0,0.0
38,2000-08-01,4.43,actual,3.0,2000,16.0,0.0,0.0
39,2000-09-01,4.39,actual,3.0,2000,16.0,0.0,0.0
40,2000-10-01,4.47,actual,4.0,2000,16.0,0.0,0.0
41,2000-11-01,4.96,actual,4.0,2000,16.0,0.0,0.0
42,2000-12-01,5.41,actual,4.0,2000,16.0,0.0,0.0
43,2001-01-01,5.12,actual,1.0,2001,16.0,0.0,0.0
44,2001-02-01,4.45,actual,1.0,2001,16.0,0.0,0.0
45,2001-03-01,5.27,actual,1.0,2001,16.0,0.0,0.0
46,2001-04-01,4.92,actual,2.0,2001,16.0,0.0,0.0
47,2001-05-01,4.9,actual,2.0,2001,16.0,0.0,0.0
48,2001-06-01,4.82,actual,2.0,2001,16.0,0.0,0.0
49,2001-07-01,5.4,actual,3.0,2001,16.0,0.0,0.0
50,2001-08-01,5.56,actual,3.0,2001,16.0,0.0,0.0
51,2001-09-01,4.86,actual,3.0,2001,16.0,0.0,0.0
52,2001-10-01,5.53,actual,4.0,2001,16.0,0.0,0.0
53,2001-11-01,5.52,actual,4.0,2001,16.0,0.0,0.0
54,2001-12-01,5.4,actual,4.0,2001,16.0,0.0,0.0
