,ds,merged,forecast,Quarter,Year,capital,EPS_ratio,EPS_forecast
0,1997-06-01,0.792,actual,2.0,1997,12.6,0.0521,0.032748571428571426
1,1997-07-01,0.702,actual,3.0,1997,12.6,0.0521,0.02902714285714286
2,1997-08-01,0.795,actual,3.0,1997,12.6,0.0521,0.03287261904761905
3,1997-09-01,0.542,actual,3.0,1997,12.6,0.0521,0.022411269841269843
4,1997-11-01,0.99,actual,4.0,1997,12.6,0.0521,0.04093571428571429
5,1997-12-01,1.11,actual,4.0,1997,12.6,0.0521,0.045897619047619055
6,1998-01-01,0.499,actual,1.0,1998,12.6,0.0222,0.008791904761904763
7,1998-02-01,1.06,actual,1.0,1998,12.6,0.0222,0.018676190476190478
8,1998-03-01,1.44,actual,1.0,1998,12.6,0.0222,0.025371428571428576
9,1998-04-01,1.49,actual,2.0,1998,12.6,0.0222,0.026252380952380954
10,1998-05-01,1.29,actual,2.0,1998,12.6,0.0222,0.02272857142857143
11,1998-06-01,0.847,actual,2.0,1998,12.6,0.0222,0.014923333333333335
12,1998-07-01,0.924,actual,3.0,1998,12.6,0.0222,0.016280000000000003
13,1998-08-01,1.27,actual,3.0,1998,12.6,0.0222,0.022376190476190477
14,1998-09-01,1.34,actual,3.0,1998,12.6,0.0222,0.02360952380952381
15,1998-10-01,1.24,actual,4.0,1998,12.6,0.0222,0.02184761904761905
16,1998-11-01,1.15,actual,4.0,1998,12.6,0.0222,0.020261904761904762
17,1998-12-01,1.12,actual,4.0,1998,12.6,0.0222,0.01973333333333334
18,1999-01-01,1.39,actual,1.0,1999,12.6,0.0258,0.02846190476190476
19,1999-02-01,1.37,actual,1.0,1999,12.6,0.0258,0.028052380952380954
20,1999-03-01,1.31,actual,1.0,1999,12.6,0.0258,0.026823809523809528
21,1999-05-01,1.35,actual,2.0,1999,12.6,0.0258,0.027642857142857143
22,1999-06-01,1.44,actual,2.0,1999,12.6,0.0258,0.029485714285714285
23,1999-07-01,1.48,actual,3.0,1999,12.6,0.0258,0.030304761904761907
24,1999-08-01,1.6,actual,3.0,1999,12.6,0.0258,0.03276190476190477
25,1999-09-01,1.11,actual,3.0,1999,12.6,0.0258,0.02272857142857143
26,1999-10-01,0.845,actual,4.0,1999,12.6,0.0258,0.017302380952380954
27,1999-11-01,0.98,actual,4.0,1999,12.6,0.0258,0.020066666666666667
28,1999-12-01,1.07,actual,4.0,1999,12.6,0.0258,0.02190952380952381
29,2000-01-01,0.774,actual,1.0,2000,12.6,-0.051100000000000007,-0.03139000000000001
30,2000-02-01,0.738,actual,1.0,2000,12.6,-0.051100000000000007,-0.029930000000000005
31,2000-03-01,1.16,actual,1.0,2000,12.6,-0.051100000000000007,-0.04704444444444445
32,2000-04-01,1.49,actual,2.0,2000,12.6,-0.051100000000000007,-0.06042777777777779
33,2000-05-01,1.16,actual,2.0,2000,12.6,-0.051100000000000007,-0.04704444444444445
34,2000-06-01,1.01,actual,2.0,2000,12.6,-0.051100000000000007,-0.040961111111111115
35,2000-07-01,0.694,actual,3.0,2000,12.6,-0.051100000000000007,-0.028145555555555556
36,2000-08-01,0.661,actual,3.0,2000,12.6,-0.051100000000000007,-0.02680722222222223
37,2000-09-01,0.74,actual,3.0,2000,12.6,-0.051100000000000007,-0.03001111111111112
38,2000-10-01,0.961,actual,4.0,2000,12.6,-0.051100000000000007,-0.03897388888888889
39,2000-11-01,1.01,actual,4.0,2000,12.6,-0.051100000000000007,-0.040961111111111115
40,2000-12-01,0.859,actual,4.0,2000,12.6,-0.051100000000000007,-0.03483722222222223
41,2001-01-01,0.797,actual,1.0,2001,12.6,0.0309,0.019545476190476193
42,2001-02-01,1.03,actual,1.0,2001,12.6,0.0309,0.025259523809523808
43,2001-03-01,1.11,actual,1.0,2001,12.6,0.0309,0.027221428571428574
44,2001-04-01,1.08,actual,2.0,2001,12.6,0.0309,0.02648571428571429
45,2001-05-01,0.861,actual,2.0,2001,12.6,0.0309,0.021115000000000002
46,2001-06-01,0.705,actual,2.0,2001,12.6,0.0309,0.017289285714285715
47,2001-07-01,0.851,actual,3.0,2001,12.6,0.0309,0.02086976190476191
48,2001-08-01,0.87,actual,3.0,2001,12.6,0.0309,0.021335714285714288
49,2001-09-01,1.31,actual,3.0,2001,12.6,0.0309,0.03212619047619048
50,2001-10-01,1.71,actual,4.0,2001,12.6,0.0309,0.041935714285714284
51,2001-11-01,1.85,actual,4.0,2001,12.6,0.0309,0.04536904761904762
52,2001-12-01,1.7,actual,4.0,2001,12.6,0.0309,0.041690476190476194
53,2002-01-01,1.68,actual,1.0,2002,12.6,0.0339,0.0452
54,2002-02-01,1.28,actual,1.0,2002,12.6,0.0339,0.03443809523809524
55,2002-03-01,1.44,actual,1.0,2002,12.6,0.0339,0.03874285714285714
56,2002-04-01,1.41,actual,2.0,2002,12.6,0.0339,0.03793571428571428
57,2002-05-01,1.42,actual,2.0,2002,12.6,0.0339,0.03820476190476191
58,2002-06-01,1.13,actual,2.0,2002,12.6,0.0339,0.03040238095238095
59,2002-07-01,1.19,actual,3.0,2002,12.6,0.0339,0.032016666666666665
60,2002-08-01,1.48,actual,3.0,2002,12.6,0.0339,0.03981904761904762
61,2002-09-01,1.46,actual,3.0,2002,12.6,0.0339,0.03928095238095238
62,2002-10-01,1.1,actual,4.0,2002,12.6,0.0339,0.029595238095238098
63,2002-11-01,1.17,actual,4.0,2002,12.6,0.0339,0.031478571428571425
64,2002-12-01,1.03,actual,4.0,2002,12.6,0.0339,0.027711904761904764
65,2003-01-01,1.02,actual,1.0,2003,12.6,-0.0402,-0.032542857142857144
66,2003-02-01,0.872,actual,1.0,2003,12.6,-0.0402,-0.02782095238095238
67,2003-03-01,1.02,actual,1.0,2003,12.6,-0.0402,-0.032542857142857144
68,2003-04-01,1.03,actual,2.0,2003,12.6,-0.0402,-0.03286190476190476
69,2003-05-01,0.828,actual,2.0,2003,12.6,-0.0402,-0.026417142857142858
70,2003-06-01,1.42,actual,2.0,2003,12.6,-0.0402,-0.0453047619047619
71,2003-07-01,0.801,actual,3.0,2003,12.6,-0.0402,-0.025555714285714282
72,2003-08-01,0.867,actual,3.0,2003,12.6,-0.0402,-0.027661428571428573
73,2003-09-01,1.18,actual,3.0,2003,12.6,-0.0402,-0.03764761904761905
74,2003-10-01,1.21,actual,4.0,2003,12.6,-0.0402,-0.038604761904761906
75,2003-11-01,1.05,actual,4.0,2003,12.6,-0.0402,-0.0335
76,2003-12-01,0.888,actual,4.0,2003,12.6,-0.0402,-0.028331428571428573
77,2004-01-01,0.443,actual,1.0,2004,12.6,-0.22,-0.07734920634920635
78,2004-02-01,0.759,actual,1.0,2004,12.6,-0.22,-0.13252380952380952
79,2004-03-01,0.833,actual,1.0,2004,12.6,-0.22,-0.14544444444444446
80,2004-04-01,0.569,actual,2.0,2004,12.6,-0.22,-0.09934920634920633
81,2004-05-01,0.686,actual,2.0,2004,12.6,-0.22,-0.1197777777777778
82,2004-06-01,0.725,actual,2.0,2004,12.6,-0.22,-0.12658730158730158
83,2004-07-01,0.615,actual,3.0,2004,12.6,-0.22,-0.1073809523809524
84,2004-08-01,0.807,actual,3.0,2004,12.6,-0.22,-0.14090476190476192
85,2004-09-01,0.798,actual,3.0,2004,12.6,-0.22,-0.13933333333333336
86,2004-10-01,0.835,actual,4.0,2004,12.6,-0.22,-0.14579365079365078
87,2004-11-01,0.867,actual,4.0,2004,12.6,-0.22,-0.1513809523809524
88,2004-12-01,0.579,actual,4.0,2004,12.6,-0.22,-0.1010952380952381
89,2005-01-01,0.919,actual,1.0,2005,12.6,-0.145,-0.1057579365079365
90,2005-02-01,0.6,actual,1.0,2005,12.6,-0.145,-0.06904761904761905
91,2005-03-01,1.09,actual,1.0,2005,12.6,-0.145,-0.12543650793650796
92,2005-04-01,0.778,actual,2.0,2005,12.6,-0.145,-0.08953174603174603
93,2005-05-01,0.648,actual,2.0,2005,12.6,-0.145,-0.07457142857142858
94,2005-06-01,0.556,actual,2.0,2005,12.6,-0.145,-0.06398412698412698
95,2005-07-01,0.659,actual,3.0,2005,12.6,-0.145,-0.07583730158730159
96,2005-08-01,0.626,actual,3.0,2005,12.6,-0.145,-0.07203968253968253
97,2005-09-01,0.588,actual,3.0,2005,12.6,-0.145,-0.06766666666666665
98,2005-10-01,0.72,actual,4.0,2005,12.6,-0.145,-0.08285714285714285
99,2005-11-01,0.919,actual,4.0,2005,12.6,-0.145,-0.1057579365079365
100,2005-12-01,0.793,actual,4.0,2005,12.6,-0.145,-0.09125793650793651
101,2006-01-01,0.492,actual,1.0,2006,12.6,-0.312,-0.12182857142857142
102,2006-02-01,0.631,actual,1.0,2006,12.6,-0.312,-0.15624761904761905
103,2006-03-01,0.713,actual,1.0,2006,12.6,-0.312,-0.17655238095238096
104,2006-04-01,0.625,actual,2.0,2006,12.6,-0.312,-0.15476190476190477
105,2006-05-01,0.447,actual,2.0,2006,12.6,-0.312,-0.11068571428571429
106,2006-06-01,0.419,actual,2.0,2006,12.6,-0.312,-0.10375238095238093
107,2006-07-01,0.316,actual,3.0,2006,12.6,-0.312,-0.07824761904761905
108,2006-08-01,0.528,actual,3.0,2006,12.6,-0.312,-0.13074285714285716
109,2006-09-01,0.454,actual,3.0,2006,12.6,-0.312,-0.11241904761904761
110,2006-10-01,0.653,actual,4.0,2006,12.6,-0.312,-0.16169523809523811
